Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/03;52000;Ministério da Defesa;52121;Comando do Exército;160430;9 REGIMENTO DE CAVALARIA BLINDADO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;15044.51
2020/03;52000;Ministério da Defesa;52121;Comando do Exército;160460;6 CIRCUNSCRICAO DE SERVICO MILITAR;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;27000.0;0.0;0.0;0.0;0.0;0.0
2020/03;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo direto;170111;INSPETORIA DA RFB EM PONTA PORA;1.0;TESOURO NACIONAL;25103;RECEITA FEDERAL DO BRASIL;4;Administração;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0002;ADMINISTRACAO DA UNIDADE - RFB;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;0.0;62183.29;105812.4;0.0;0.0;0.0
2020/03;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo direto;170607;DIRETORIA DE ADMINISTRACAO E LOGISTICA;;;25915;FUNDO DE AMPARO AO TRABALHADOR;11;Trabalho;122;Administração geral;2110;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA ECONOMIA;2000;ADMINISTRACAO DA UNIDADE;0001;APOIO AS ACOES DE MANUTENCAO E INVESTIMENTO EM TECNOLOGIA DA INFORMACAO;00;NAO ATRIBUIDO;4;Investimentos;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;0.0;0.0;0.0;2890391.71;0.0;0.0
2020/03;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200141;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-DF;1.0;TESOURO NACIONAL;30107;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL;6;Segurança pública;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;OUTRAS DESPESAS ADMINISTRATIVAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;474099.04;118524.76;118524.76;0.0;0.0;0.0
2020/03;52000;Ministério da Defesa;52121;Comando do Exército;160213;5 BATALHAO LOGISTICO;1.0;TESOURO NACIONAL;52101;MINISTERIO DA DEFESA;5;Defesa nacional;333;Empregabilidade;6011;COOPERACAO COM O DESENVOLVIMENTO NACIONAL;6557;FORMACAO CIVICO-PROFISSIONAL DE JOVENS EM SERVICO MILITAR - SOLDADO CIDADAO;0000;FORMACAO CIVICO-PROFISSIONAL DE JOVENS EM SERVICO MILITAR - SOLDADO CIDADAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;3600.0;0.0;0.0;0.0;0.0;0.0
2020/03;52000;Ministério da Defesa;52121;Comando do Exército;160129;ESCOLA DE SARGENTOS DAS ARMAS;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;128;Formação de recursos humanos;6012;DEFESA NACIONAL;8965;CAPACITACAO PROFISSIONAL MILITAR DO EXERCITO BRASILEIRO;0000;CAPACITACAO PROFISSIONAL MILITAR DO EXERCITO BRASILEIRO - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;15;Diárias - Militar;90;Reserva de Contingência;49031.0;177.0;235.2;0.0;0.0;0.0
2020/03;52000;Ministério da Defesa;52121;Comando do Exército;160185;14 BATALHAO LOGISTICO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1035.0
2020/03;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;510685;GERÊNCIA EXECUTIVA PONTA GROSSA;57202.0;INSTITUTO NACIONAL DO SEGURO SOCIAL;25303;INSTITUTO NACIONAL DO SEGURO SOCIAL;9;Previdência social;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0006;FUNCIONAMENTO DAS UNIDADES DESCENTRALIZADAS DA PREVIDENCIA SOCIAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;19893.05;67170.0;57858.81;0.0;0.0;0.0
2020/03;52000;Ministério da Defesa;52131;Comando da Marinha;744021;CENTRO DE MANUTENÇÃO DE SISTEMAS DA MARINHA;1.0;TESOURO NACIONAL;52101;MINISTERIO DA DEFESA;5;Defesa nacional;722;Telecomunicações;2058;DEFESA NACIONAL;20X5;COMANDO E CONTROLE DE DEFESA NACIONAL;0001;MANUTENCAO DO SISTEMA DE COMUNICACOES MILITARES POR SATELITE - SISCOMIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;100030.18
