Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/02;26000;Ministério da Educação;26283;Fundação Universidade Federal do Mato Grosso do Sul;154054;FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL;15269.0;FUNDACAO UNIVERSIDADE FEDERAL DE MATO G. SUL;26283;FUNDACAO UNIVERSIDADE FED.DE MATO GROS.DO SUL;12;Educação;364;Ensino superior;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;00;NAO ATRIBUIDO;1;Pessoal e Encargos Sociais;4;Contratação por Tempo Determinado;90;Reserva de Contingência;0.0;0.0;1283876.73;0.0;0.0;0.0
2020/02;52000;Ministério da Defesa;52121;Comando do Exército;160021;PARQUE REGIONAL DE MANUTENCAO/12;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;172000.0;13306.13;0.0;0.0;0.0;0.0
2020/02;22000;Ministério da Agricultura, Pecuária e Abastec;22211;Companhia Nacional de Abastecimento;135491;UA/PERDOES;22211.0;COMPANHIA NACIONAL DE ABASTECIMENTO;22211;COMPANHIA NACIONAL DE ABASTECIMENTO;20;Agricultura;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;0.0;0.0;1023.5;0.0;0.0;0.0
2020/02;32000;Ministério de Minas e Energia;32396;Agência Nacional de Mineração;323120;GERêNCIA REGIONAL DA ANM - RN;32396.0;AGENCIA NACIONAL DE MINERACAO;32396;AGENCIA NACIONAL DE MINERACAO;22;Indústria;122;Administração geral;2119;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE;15AL;REFORMA DE UNIDADES DA ANM;0000;REFORMA DE UNIDADES DA ANM - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;4;Investimentos;51;Obras e Instalações;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;4262.38
2020/02;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo direto;170607;DIRETORIA DE ADMINISTRACAO E LOGISTICA;1.0;TESOURO NACIONAL;25915;FUNDO DE AMPARO AO TRABALHADOR;11;Trabalho;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;APOIO AS ACOES DE MANUTENCAO E INVESTIMENTO EM TECNOLOGIA DA INFORMACAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;0.0;150796.6;76925.92;0.0;0.0;0.0
2020/02;52000;Ministério da Defesa;52904;Fundo do Exército;167537;COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0003;ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;6766.69
2020/02;52000;Ministério da Defesa;52131;Comando da Marinha;783800;BASE NAVAL DE NATAL;1.0;TESOURO NACIONAL;52101;MINISTERIO DA DEFESA;5;Defesa nacional;153;Defesa terrestre;6011;COOPERACAO COM O DESENVOLVIMENTO NACIONAL;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS;MP12;MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;-14.0;0.0;0.0;0.0;0.0;0.0
2020/02;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;510918;GERÊNCIA EXECUTIVA PASSO FUNDO;57202.0;INSTITUTO NACIONAL DO SEGURO SOCIAL;25303;INSTITUTO NACIONAL DO SEGURO SOCIAL;9;Previdência social;271;Previdência básica;2214;NOVA PREVIDENCIA;2591;RECONHECIMENTO DE DIREITOS DE BENEFICIOS PREVIDENCIARIOS;0003;SERVICO DE ANALISE DOS PROCESSOS PARA RECONHECIMENTO DE DIREITO A BENEFICIOS PREVIDENCIARIOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;93;Indenizações e Restituições;90;Reserva de Contingência;95.0;95.0;95.0;0.0;0.0;0.0
2020/02;32000;Ministério de Minas e Energia;20302;Nuclebrás Equipamentos Pesados S.A.;113208;NUCLEBRAS EQUIPAMENTOS PESADOS S/A-NUCLEP;11506.0;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;32398;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;25;Energia;572;Desenvolvimento tecnológico e engenharia;2206;POLITICA NUCLEAR;20V1;FABRICACAO DE EQUIPAMENTOS PESADOS PARA AS INDUSTRIAS NUCLEAR E DE ALTA TECNOLOGIA;2000;DESPESAS ADMINISTRATIVAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;189069.1;253522.35;653169.97;0.0;0.0;0.0
2020/02;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254462;COORDENAÇÃO GERAL DE INFRAESTRUTURA DOS CAMPI;25201.0;FUNDACAO OSWALDO CRUZ;36201;FUNDACAO OSWALDO CRUZ;10;Saúde;572;Desenvolvimento tecnológico e engenharia;2015;FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS);14UO;IMPLANTACAO DE CENTROS DE DESENVOLVIMENTO TECNOLOGICO E DE PRODUCAO DE INSUMOS PARA O SUS;0007;IMPLANTACAO DO CENTRO DE DESENVOLVIMENTO TECNOLOGICO EM SAUDE DA FIOCRUZ;00;NAO ATRIBUIDO;4;Investimentos;51;Obras e Instalações;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;32880.0
2020/02;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155012;EBSERH HUCAM-UFES;26443.0;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;26443;EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH;12;Educação;302;Assistência hospitalar e ambulatorial;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;4086;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS;0000;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;49557.0;0.0;0.0;0.0;0.0;0.0
2020/02;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158493;INST.FED.MATO GROSSO/CAMPUS JUINA;26414.0;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;26414;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;546.76;744.0;1181.3;0.0;0.0;0.0
2020/02;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;240105;INSTIT.NACIONAL DE PESQUISA DA AMAZONIA - MCT;1.0;TESOURO NACIONAL;24101;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;19;Ciência e Tecnologia;571;Desenvolvimento científico;2021;CIENCIA, TECNOLOGIA E INOVACAO;20UR;CIENCIA, TECNOLOGIA E INOVACAO NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA - INPA;0002;DESENVOLVIMENTO DE PESQUISAS SOBRE OS ECOSSISTEMAS AMAZONICOS NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA - INPA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;20682.05
2020/02;52000;Ministério da Defesa;52904;Fundo do Exército;167328;LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;303;Suporte profilático e terapêutico;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;2522;PRODUCAO DE FARMACOS, MEDICAMENTOS E FITOTERAPICOS;0000;PRODUCAO DE FARMACOS, MEDICAMENTOS E FITOTERAPICOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1082.02
2020/02;26000;Ministério da Educação;26434;Instituto Federal Fluminense;158468;INST.FED. FLUMINENSE/CAMPUS CABO FRIO;26434.0;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;26434;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;2994;ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA;0000;ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;3843.4;0.0;0.0;0.0
2020/02;52000;Ministério da Defesa;52121;Comando do Exército;160525;ESCOLA DE FORMACÃO COMPLEMENTAR DO EXERCITO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;368;Educação básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;20XM;PRESTACAO DE ENSINO ASSISTENCIAL NOS COLEGIOS MILITARES;0001;ENSINO MEDIO NOS COLEGIOS MILITARES;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;546.0;0.0;0.0;0.0;0.0;0.0
