Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/11;26000;Ministério da Educação;26263;Universidade Federal de Lavras;153032;UNIVERSIDADE FEDERAL DE LAVRAS;15251.0;UNIVERSIDADE FEDERAL DE LAVRAS;26101;MINISTÉRIO DA EDUCAÇÃO;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;20GK;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;0006;MAIS MEDICOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;48;Outros Auxílios Financeiros a Pessoas Físicas;90;Reserva de Contingência;135300.0;0.0;0.0;0.0;0.0;0.0
2020/11;26000;Ministério da Educação;26250;Universidade Federal de Roraima;154080;UNIVERSIDADE FEDERAL DE RORAIMA;15277.0;UNIVERSIDADE FEDERAL DE RORAIMA;26250;UNIVERSIDADE FEDERAL DE RORAIMA;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;90;Reserva de Contingência;0.0;0.0;143.2;0.0;0.0;0.0
2020/11;26000;Ministério da Educação;26419;Instituto Federal do Rio Grande do Sul;158264;INST.FED.DO RS/CAMPUS BENTO GONCALVES;26419.0;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;26419;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;177.0;14656.75;14393.2;0.0;0.0;0.0
2020/11;52000;Ministério da Defesa;52121;Comando do Exército;160414;COMANDO 6 BRIGADA DE INFANTARIA BLINDADA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;153;Defesa terrestre;6012;DEFESA NACIONAL;21A0;APRESTAMENTO DAS FORCAS;0003;LOGISTICA DE SUBSISTENCIA, VETERINARIA E AGRICOLA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;4500.0;0.0;0.0;0.0;0.0;0.0
2020/11;26000;Ministério da Educação;26268;Fundação Universidade Federal de Rondônia;154055;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;15254.0;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;26268;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;12;Educação;364;Ensino superior;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0001;MANUTENCAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR EM EXPANSAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;18;Auxílio Financeiro a Estudantes;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;23025.0
2020/11;39000;Ministério da Infraestrutura;29209;VALEC Engenharia, Construções e Ferrovias S.A.;275075;VALEC ENGENHARIA CONSTRUÇÕES E FERROVIAS S/A.;27211.0;VALEC-ENGENHARIA,CONSTRUCOES E FERROVIAS S/A;39207;VALEC-ENGENHARIA, CONSTRUCOES E FERROVIAS S/A;26;Transporte;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;0.0;0.0;45609.08;0.0;0.0;0.0
2020/11;52000;Ministério da Defesa;52121;Comando do Exército;160446;62 BATALHAO DE INFANTARIA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;20789.0;0.0;0.0;0.0;0.0;0.0
2020/11;52000;Ministério da Defesa;52121;Comando do Exército;160363;3 REGIMENTO DE CAVALARIA MECANIZADO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0004;MANUTENCAO GERAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;12457.64;278.12;278.12;0.0;0.0;0.0
2020/11;30000;Ministério da Justiça e Segurança Pública;30108;Departamento de Polícia Federal;200398;SUPERINTENDÊNCIA REGIONAL NO ESTADO DE PE;1.0;TESOURO NACIONAL;30108;DEPARTAMENTO DE POLICIA FEDERAL;6;Segurança pública;181;Policiamento;5016;SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO;2726;PREVENCAO E REPRESSAO AO TRAFICO ILICITO DE DROGAS E A CRIMES PRATICADOS CONTRA BENS, SERVICOS E INTERESSES DA UNIAO;0002;PREVENCAO E REPRESSAO A CRIMES PRATICADOS CONTRA BENS, SERVICOS E INTERESSES DA UNIAO - EIXO POLICIA JUDICIARIA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;0.0;18342.92;12272.52;0.0;0.0;0.0
2020/11;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200258;COORDENAÇÃO DE INTELIGÊNCIA;1.0;TESOURO NACIONAL;30107;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL;6;Segurança pública;181;Policiamento;5016;SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO;2723;POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO;0003;ATIVIDADE DE INTELIGENCIA POLICIAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;0.0;15575.97;17715.63;0.0;0.0;0.0
