Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/08;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;512001;COORDENAÇÃO-GERAL DE GESTAO DE PESSOAS;57202.0;INSTITUTO NACIONAL DO SEGURO SOCIAL;25303;INSTITUTO NACIONAL DO SEGURO SOCIAL;28;Encargos especiais;846;Outros encargos especiais;909;OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS;0536;BENEFICIOS E PENSOES INDENIZATORIAS DECORRENTES DE LEGISLACAO ESPECIAL E/OU DECISOES JUDICIAIS;0001;DESPESAS COM BENEFICIOS E PENSOES INDENIZATORIAS DECORRENTES DE LEGISLACAO ESPECIAL E/OU DECISOES JUDICIAIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;59;Pensões Especiais;90;Reserva de Contingência;0.0;0.0;30393.09;0.0;0.0;0.0
2020/08;52000;Ministério da Defesa;52904;Fundo do Exército;167416;HOSPITAL GERAL DE SANTA MARIA;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0007;ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;234627.2;0.0;0.0;0.0;0.0;0.0
2020/08;52000;Ministério da Defesa;52121;Comando do Exército;160076;DEPARTAMENTO DE CIENCIA E TECNOLOGIA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;153;Defesa terrestre;2058;DEFESA NACIONAL;14T5;IMPLANTACAO DO SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS - SISFRON;0004;SUPORTE LOGISTICO E DE FUNCIONAMENTO INTEGRADOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;18501.34
2020/08;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130078;DISTRITO DE METEOROLOGIA DE CUIABA;1.0;TESOURO NACIONAL;22101;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;20;Agricultura;545;Meteorologia;1031;AGROPECUARIA SUSTENTAVEL;2161;PRODUCAO E DIVULGACAO DE INFORMACOES METEOROLOGICAS E CLIMATOLOGICAS;0002;OPERACIONALIZACAO DOS SERVICOS METEOROLOGICOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;63778.0;0.0;0.0;0.0;0.0;0.0
2020/08;52000;Ministério da Defesa;52221;Indústria de Material Bélico do Brasil;168004;INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV;16501.0;INDUSTRIA DE MATERIAL BELICO DO BRASIL;52221;INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL;5;Defesa nacional;153;Defesa terrestre;6012;DEFESA NACIONAL;4528;PRODUCAO DE MATERIAL DE EMPREGO MILITAR;0000;PRODUCAO DE MATERIAL DE EMPREGO MILITAR;00;NAO ATRIBUIDO;4;Investimentos;30;Material de Consumo;90;Reserva de Contingência;131.94;0.0;0.0;0.0;0.0;0.0
2020/08;52000;Ministério da Defesa;52904;Fundo do Exército;167476;22.DEPOSITO DE SUPRIMENTO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;1863.7;0.0;0.0;0.0
2020/08;22000;Ministério da Agricultura, Pecuária e Abastec;22211;Companhia Nacional de Abastecimento;135345;CONAB SEDE/SUREG PI;22211.0;COMPANHIA NACIONAL DE ABASTECIMENTO;22211;COMPANHIA NACIONAL DE ABASTECIMENTO;20;Agricultura;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;90;Reserva de Contingência;-438.02;0.0;0.0;0.0;0.0;0.0
2020/08;26000;Ministério da Educação;26201;Colégio Pedro II;155630;COLÉGIO PEDRO II - CAMPUS SÃO CRISTOVÃO I;15201.0;COLEGIO PEDRO II;26201;COLEGIO PEDRO II;12;Educação;368;Educação básica;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RI;FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA;0000;FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;33;Passagens e Despesas com Locomoção;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1815.0
2020/08;52000;Ministério da Defesa;52121;Comando do Exército;160327;INSTITUTO MILITAR DE ENGENHARIA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;90;Reserva de Contingência;0.0;1671.83;0.0;0.0;0.0;0.0
2020/08;26000;Ministério da Educação;26416;Instituto Federal do Pará;158481;INST.FED.DO PARA/CAMPUS TUCURUI;26416.0;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;26416;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;8320.0;0.0;0.0;0.0
