Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/06;25000;Ministério da Economia;20603;Superintendência da Zona Franca de Manaus;193028;SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM;19205.0;SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS;25298;SUPERINT. ZONA FRANCA DE MANAUS - SUFRAMA;22;Indústria;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;00;NAO ATRIBUIDO;1;Pessoal e Encargos Sociais;7;Contribuição a Entidades Fechadas de Previdên;90;Reserva de Contingência;0.0;0.0;28241.56;0.0;0.0;0.0
2020/06;26000;Ministério da Educação;26281;Fundação Universidade Federal de Sergipe;154050;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;15267.0;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;12;Educação;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0003;AUXILIO-TRANSPORTE DE CIVIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;90;Reserva de Contingência;0.0;0.0;219.18;0.0;0.0;0.0
2020/06;33000;Ministério da Previdência Social;37904;Fundo do Regime Geral da Previdência Social;514852;FRGPS - GERÊNCIA EXECUTIVA VARGINHA;57904.0;FUNDO DO REGIME GERAL DA PREVIDENCIA SOCIAL;25917;FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL;9;Previdência social;271;Previdência básica;2214;NOVA PREVIDENCIA;0E81;BENEFICIOS PREVIDENCIARIOS URBANOS;0000;BENEFICIOS PREVIDENCIARIOS URBANOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;91;Sentenças Judiciais;90;Reserva de Contingência;0.0;42919.66;44432.24;0.0;0.0;0.0
2020/06;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158496;INST.FED.MATO GROSSO/CAMPUS CONFRESA;26414.0;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;26414;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;12;Educação;363;Ensino profissional;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1880.0
2020/06;26000;Ministério da Educação;26257;Centro Federal de Educação Tecnológica de Minas Gerais;153015;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG;15245.0;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG;26257;CENTRO FED.DE EDUC.TECNOL.DE MINAS GERAIS;12;Educação;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0005;AUXILIO-ALIMENTACAO DE CIVIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;90;Reserva de Contingência;0.0;0.0;2519.0;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52904;Fundo do Exército;167423;HOSPITAL DE GUARNICAO DE SANTIAGO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0005;ASSISTENCIA MEDICA E ODONTOLOGICA - PARTICIPACAO DO SERVIDOR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;91;APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS;0.0;221.6;0.0;0.0;0.0;0.0
2020/06;22000;Ministério da Agricultura, Pecuária e Abastec;22211;Companhia Nacional de Abastecimento;135245;UA/ANANINDEUA;22211.0;COMPANHIA NACIONAL DE ABASTECIMENTO;22211;COMPANHIA NACIONAL DE ABASTECIMENTO;20;Agricultura;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;0.0;0.0;7813.4;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52904;Fundo do Exército;167140;COMANDO DA 9A.REGIAO MILITAR;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;122;Administração geral;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1380.0
2020/06;52000;Ministério da Defesa;52131;Comando da Marinha;788820;CENTRO DE INTENDENCIA DA MARINHA EM MANAUS;1.0;TESOURO NACIONAL;52931;FUNDO NAVAL;5;Defesa nacional;152;Defesa naval;2058;DEFESA NACIONAL;20XN;APRESTAMENTO DA MARINHA;0003;APRESTAMENTO DAS FORCAS NAVAIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;1412.57;8603.59
2020/06;52000;Ministério da Defesa;52121;Comando do Exército;160163;COMANDO DA 8 REGIAO MILITAR/8 DE;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;153;Defesa terrestre;6012;DEFESA NACIONAL;20XE;MANUTENCAO DOS SISTEMAS DE COMANDO E CONTROLE DO EXERCITO;000D;OPERACAO DAS COMUNICACOES ESTRATEGICAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;19605.26;0.0;0.0;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52121;Comando do Exército;160529;ARSENAL DE GUERRA DE SAO PAULO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2865;MANUTENCAO E SUPRIMENTO DE FARDAMENTO;0000;MANUTENCAO E SUPRIMENTO DE FARDAMENTO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;2194.0;0.0;0.0;0.0;0.0;0.0
2020/06;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo direto;170321;DELEGACIA DA RFB EM PIRACICABA;1.0;TESOURO NACIONAL;25103;RECEITA FEDERAL DO BRASIL;4;Administração;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0002;ADMINISTRACAO DA UNIDADE - RFB;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;120163.91;120159.97;120159.97;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52233;Amazônia Azul Tecnologia de Defesa S.A.;710300;AMAZÔNIA AZUL TECNOL. DE DEFESA S.A - AMAZUL;52233.0;AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A.;52131;COMANDO DA MARINHA;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;MANUTENCAO GERAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;0.0;276.0;276.0;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52121;Comando do Exército;160321;ESTABELECIMENTO CENTRAL DE TRANSPORTE;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;153;Defesa terrestre;2058;DEFESA NACIONAL;20XK;LOGISTICA MILITAR TERRESTRE;0002;TRANSPORTE LOGISTICO DA FORCA TERRESTRE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;50643.64
2020/06;26000;Ministério da Educação;26243;Universidade Federal do Rio Grande do Norte;153103;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;15234.0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;26243;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;12;Educação;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0001;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;8;Outros Benefícios Assistenciais do servidor e;90;Reserva de Contingência;0.0;0.0;237627.74;0.0;0.0;0.0
2020/06;26000;Ministério da Educação;26252;Universidade Federal de Campina Grande;158197;CENTRO DE FORMACAO DE PROFESSORES DA UFCG;15281.0;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;12;Educação;363;Ensino profissional;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;151225.0
2020/06;26000;Ministério da Educação;26404;Instituto Federal Baiano;155885;INST.FED.BAIANO / CAMPUS XIQUE-XIQUE;26404.0;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;26404;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;12;Educação;363;Ensino profissional;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;389.09
2020/06;35000;Ministério das Relações Exteriores;35000;Ministério das Relações Exteriores - Unidades com vínculo direto;240057;CONSULADO GERAL DO BRASIL EM MADRI;1.0;TESOURO NACIONAL;35101;MINISTERIO DAS RELACOES EXTERIORES;7;Relações exteriores;211;Relações diplomáticas;2216;POLITICA EXTERNA;20WW;RELACOES E NEGOCIACOES BILATERAIS;000E;SERVICOS E MANUTENCAO DO POSTO (SMP);00;NAO ATRIBUIDO;3;Outras Despesas Correntes;33;Passagens e Despesas com Locomoção;90;Reserva de Contingência;-627.0;-627.0;-627.0;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52121;Comando do Exército;160081;23 ESQUADRAO DE CAVALARIA DE SELVA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0004;MANUTENCAO GERAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;5320.57;10308.45;0.0;0.0;0.0;0.0
2020/06;52000;Ministério da Defesa;52121;Comando do Exército;160338;1º ESQUADRãO DE CAVALARIA LEVE;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0004;MANUTENCAO GERAL;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;689.28;1445.51;0.0;0.0;0.0;0.0
