Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/12;26000;Ministério da Educação;26419;Instituto Federal do Rio Grande do Sul;158264;INST.FED.DO RS/CAMPUS BENTO GONCALVES;26419.0;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;26419;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;2994;ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA;0001;AUXILIO FINANCEIRO DE ASSISTENCIA ESTUDANTIL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;18;Auxílio Financeiro a Estudantes;90;Reserva de Contingência;0.0;0.0;44095.5;0.0;0.0;0.0
2020/12;26000;Ministério da Educação;26243;Universidade Federal do Rio Grande do Norte;153103;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;15234.0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;26243;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;12;Educação;364;Ensino superior;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;00;NAO ATRIBUIDO;1;Pessoal e Encargos Sociais;91;Sentenças Judiciais;90;Reserva de Contingência;0.0;0.0;86361.5;0.0;0.0;0.0
2020/12;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153275;ESCOLA DE ARQUITETURA/UFMG;15229.0;UNIVERSIDADE FEDERAL DE MINAS GERAIS;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;14131.87;14131.87;10574.87;0.0;0.0;0.0
2020/12;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;511843;GERÊNCIA EXECUTIVA MONTES CLAROS;57202.0;INSTITUTO NACIONAL DO SEGURO SOCIAL;25303;INSTITUTO NACIONAL DO SEGURO SOCIAL;9;Previdência social;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0006;FUNCIONAMENTO DAS UNIDADES DESCENTRALIZADAS DA PREVIDENCIA SOCIAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;43559.56;0.0;21779.78;0.0;0.0;0.0
2020/12;52000;Ministério da Defesa;52221;Indústria de Material Bélico do Brasil;168007;INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE;16501.0;INDUSTRIA DE MATERIAL BELICO DO BRASIL;52221;INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0005;AUXILIO-ALIMENTACAO DE CIVIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;46;Auxílio-Alimentação;90;Reserva de Contingência;0.0;2600.0;24140.0;0.0;0.0;0.0
2020/12;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155015;EBSERH MEJC-UFRN;26443.0;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;302;Assistência hospitalar e ambulatorial;5018;ATENCAO ESPECIALIZADA A SAUDE;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;0000;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;91;APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS;300.0;100.0;100.0;0.0;0.0;0.0
2020/12;52000;Ministério da Defesa;52904;Fundo do Exército;167126;11.BATALHAO DE INFANTARIA DE MONTANHA;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0003;ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;15186.36;20287.06;0.0;0.0;0.0
2020/12;52000;Ministério da Defesa;52904;Fundo do Exército;167365;HOSPITAL DE GUARNICAO DE BAGE;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0005;ASSISTENCIA MEDICA E ODONTOLOGICA - PARTICIPACAO DO SERVIDOR;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;91;APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS;0.0;30.4;0.0;0.0;0.0;0.0
2020/12;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo direto;250035;SUPERINTENDENCIA ESTADUAL DO MS/RR;1.0;TESOURO NACIONAL;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0006;MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;0.0;2266.66;2266.66;0.0;0.0;0.0
2020/12;52000;Ministério da Defesa;52121;Comando do Exército;160166;HOSPITAL GERAL DE BELEM;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;2400.0
2020/12;52000;Ministério da Defesa;52904;Fundo do Exército;167158;COMANDO 13  BDA DE INFANTARIA MOTORIZADA;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0007;ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;23650.99
2020/12;52000;Ministério da Defesa;52121;Comando do Exército;160311;ESCOLA DE APERFEICOAMENTO DE OFICIAIS;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;58970.5;0.0;0.0;0.0;0.0;0.0
2020/12;26000;Ministério da Educação;26240;Universidade Federal da Paraíba;153068;CENTRO DE CIENC.EXATAS E DA NATUREZA DA UFPB;15231.0;UNIVERSIDADE FEDERAL DA PARAIBA;26291;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;12;Educação;364;Ensino superior;2080;EDUCACAO DE QUALIDADE PARA TODOS;0487;CONCESSAO DE BOLSAS DE ESTUDO NO ENSINO SUPERIOR;0002;CONCESSAO DE BOLSAS DE ESTUDOS NO PAIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1962.0
2020/12;25000;Ministério da Economia;38901;Fundo de Amparo ao Trabalhador;380918;GERAL DE RECURSOS LOGÍSTICOS - CGRL;1.0;TESOURO NACIONAL;40901;FUNDO DE AMPARO AO TRABALHADOR - FAT;11;Trabalho;126;Tecnologia da informação;2071;PROMOCAO DO TRABALHO DECENTE E ECONOMIA SOLIDARIA;4741;CADASTROS PUBLICOS E SISTEMAS DE INTEGRACAO DAS ACOES DE TRABALHO E EMPREGO;0001;DESPESAS OPERACIONAIS COM SERVICOS DE PROCESSAMENTO DE DADOS E DESENVOLVIMENTO DE FUNCIONALIDADE PRESTADOS PELA DATAPREV;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;35;Serviços de Consultoria;90;Reserva de Contingência;0.0;0.0;0.0;-320138.23;0.0;0.0
